Sl. No.,smiles,Yield,product
D_9_26,O=C(OC1=C(C#N)C=CC=C1)CC2=CC=CC=C2.C=CC(OC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,67,O=C(OC1=C(C#N)C=CC=C1)CC2=CC=CC(/C=C/C(OC)=O)=C2
Yu_3_9,O=C(N(C1=C(C#N)C=CC=C1)C2=CC=CC=C2C#N)CC3=CC=C(F)C=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=CNCC(O)=O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,48,O=C(N(C1=C(C#N)C=CC=C1)C2=CC=CC=C2C#N)CC3=CC=C(F)C(/C=C/C(OCC)=O)=C3
Li_3_34,O=C(N(C1=CC=CC=C1C(O)=O)C)CCC2=C(C)C(C)=CC=C2.C=CC1=C(F)C(F)=C(F)C(F)=C1F.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=C(O)C(NC(=O)C)CC=1C=CC=CC1.CC(C)(C)C(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,75,O=C(N(C1=CC=CC=C1C(O)=O)C)CCC2=C(C)C(C)=CC(/C=C/C3=C(F)C(F)=C(F)C(F)=C3F)=C2
D_5_12,O=S(CCC1=CC(Br)=CC=C1)(OC2=C(C#N)C=CC=C2)=O.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].C(C(=O)O)NC=O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,56,O=S(CCC1=CC(Br)=CC=C1)(OC2=C(C#N)C=C(/C=C/C(OCC)=O)C=C2)=O
D_1_6,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=CC=C2.C=CS(=O)(C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,78,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=CC(/C=C/S(=O)(C)=O)=C2
D_4_10,FC1=CC=CC(C[Si](OC2=C(C#N)C=C(OC)C=C2)(C(C)C)C(C)C)=C1.C=CC(OC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].ClCCCl.FC(F)(F)CO,78,FC1=CC(/C=C/C(OC)=O)=CC(C[Si](OC2=C(C#N)C=C(OC)C=C2)(C(C)C)C(C)C)=C1
Jin_1_16,N#CC(C=C(OC)C=C1)=C1OCCCC2=CC(C)=CC=C2.C=CC(OC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,91,N#CC(C=C(OC)C=C1)=C1OCCCC2=CC(C)=CC(/C=C/C(OC)=O)=C2
D_8_33,N#CC(C=C(OC)C=C1)=C1OCCCC2=CC(C(F)(F)F)=CC=C2.BrC#C[Si](C(C)C)(C(C)C)C(C)C.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.[O-]S(=O)(=O)[O-].[Ag+].[Ag+].ClCCCl,82,N#CC(C=C(OC)C=C1)=C1OCCCC2=CC(C(F)(F)F)=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=C2
D_2_56,O=S(CC1=CC(/C=C/C(OCC2=CC=C(C(C)C)C=C2)=O)=CC=C1)(OC3=C(C#N)C=CC=C3)=O.C=CC(CC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,61,O=S(CC1=CC(/C=C/C(OCC2=CC=C(C(C)C)C=C2)=O)=CC(/C=C/C(CC)=O)=C1)(OC3=C(C#N)C=CC=C3)=O
D_1_26,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=C(Cl)C=C2.FC(F)(F)C(=O)O[I](OC(=O)C(F)(F)F)c1ccccc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].C[C@H](NC(=O)OC(C)(C)C)C(O)=O.OC(C(F)(F)F)C(F)(F)F,62,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=C(Cl)C(O)=C2
D_5_18,O=C(OC1=C(C#N)C=CC=C1)CCC2=CC=CC=C2.C=CC(C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].C(C(F)(F)F)(C(F)(F)F)O.CC(Cl)Cl,66,O=C(OC1=C(C#N)C=CC=C1)CCC2=CC=CC(/C=C/C(C)=O)=C2
D_5_6,O=S(CCC1=CC=CC=C1)(OC2=C(C#N)C=CC=C2)=O.C=CS(=O)(C1=CC=CC=C1)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].C(C(=O)O)NC=O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,65,O=S(CCC1=CC=CC=C1)(OC2=C(C#N)C=C(/C=C/S(=O)(C3=CC=CC=C3)=O)C=C2)=O
ZH_1_14,CCC(CC)(C#N)C1=CC=CC(C[Si](C(C)C)(C(C)C)OC2=C(Cl)C([H])=CC(Cl)=C2)=C1.C=CC(OCC)=O.Cl[Rh]Cl.Cl[Rh]Cl.C[C]1[C](C)[C](C)[C](C)[C]1C.C[C]2[C](C)[C](C)[C](C)[C]2C.O.FC(F)(F)C(=O)O[Cu]OC(=O)C(F)(F)F.O=[V](=O)O[V](=O)=O.C(CCl)Cl,55,CCC(CC)(C#N)C1=CC=CC(C[Si](C(C)C)(C(C)C)OC2=C(Cl)C(/C=C/C(OCC)=O)=CC(Cl)=C2)=C1
Li_2_39,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=C(C)C(C)=CC=C3.CC(=O)OC(=O)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)OI(C1=CC=CC=C1)OC(=O)C.OC(C(F)(F)F)C(F)(F)F,54,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=C(C)C(C)=CC(OC(C)=O)=C3
D_7_25,O=S(CC1=CC(Br)=C(F)C=C1)(OC2=C(C#N)C=CC=C2)=O.CC(OI(OC(C)=O)C1=CC=CC=C1)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].C[C@H](NC(=O)OC(C)(C)C)C(O)=O.OC(C(F)(F)F)C(F)(F)F,57,O=S(CC1=CC(Br)=C(F)C(OC(C)=O)=C1)(OC2=C(C#N)C=CC=C2)=O
Yu_4_19,O=C(C(F)OC1=C(C#N)C=CC=C1)N(CC2=CC(C)=CC(C)=C2)C3=CC(F)=CC=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,63,O=C(C(F)OC1=C(C#N)C=CC=C1)N(CC2=CC(C)=CC(C)=C2)C3=CC(F)=CC(/C=C/C(OCC)=O)=C3
Li_2_19,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=C(F)C=CC=C3F.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].CC(=O)[O-].[Cu+2].OC(C(F)(F)F)C(F)(F)F,65,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=C(F)C=CC(/C=C/C(OCC)=O)=C3F
Yu_8_18,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CCC3=CC(OC)=CC=C3.C=CC(OCCCC)=O.Cl[Rh]Cl.Cl[Rh]Cl.C[C]1[C](C)[C](C)[C](C)[C]1C.C[C]2[C](C)[C](C)[C](C)[C]2C.FC(F)(C(O)=O)F.O.FC(F)(F)C(=O)O[Cu]OC(=O)C(F)(F)F.ClCCCl,68,O=C(N(C1=CC=CC=C1F)C2=C(C#N)C=CC=C2)CCC3=CC(OC)=CC(/C=C/C(OCCCC)=O)=C3
Yu_1_5,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=C(OC)C=CC=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,91,O=C(N(C1=CC=CC=C1C#N)C2=CC=CC=C2C#N)C(C)(C)OC3=C(OC)C=CC(/C=C/C(OCC)=O)=C3
D_4_22,FC1=CC=CC(C[Si](OC2=C(C#N)C=C(OC)C=C2)(C(C)C)C(C)C)=C1.O=C(/C=C\C)OC.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].ClCCCl.FC(F)(F)CO,72,FC1=CC(/C(C)=C/C(OC)=O)=CC(C[Si](OC2=C(C#N)C=C(OC)C=C2)(C(C)C)C(C)C)=C1
D_8_15,O=C(CC1=CC(C)=CC=C1)OC2=C(C#N)C=CC(OC)=C2.BrC#C[Si](C(C)C)(C(C)C)C(C)C.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.[O-]S(=O)(=O)[O-].[Ag+].[Ag+].ClCCCl,68,O=C(CC1=CC(C)=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=C1)OC2=C(C#N)C=CC(OC)=C2
Yu_4_28,CN(C(C(F)OC1=C(C#N)C=CC=C1)=O)C2=CC=CC=C2.CC(=O)OC(=O)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.O=C(OI(OC(C)=O)C1=CC=CC=C1)C.OC(C(F)(F)F)C(F)(F)F,60,O=C(C(F)OC1=C(C#N)C=CC=C1)N(C)C2=CC=CC(OC(C)=O)=C2
D_1_21,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC(Br)=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,82,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC(Br)=CC(/C=C/C(OCC)=O)=C2
Yu_9_28,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2[C@@](CCCC3)([H])[C@@]3(C)C4=C2C=C([H])C=C4)=O.C=CC(OCC1=CC=CC=C1)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].C(C(F)(F)F)(C(F)(F)F)O,78,O=S(C1=CC(C(CC(C)C)(C#N)CC(C)C)=C(OC)C=C1)(N2[C@@](CCCC3)([H])[C@@]3(C)C4=C2C=C(/C=C/C(OCC5=CC=CC=C5)=O)C=C4)=O
Jin_1_24,N#CC(C=C(OC)C=C1)=C1OCCCC2=CC(C)=CC=C2.C=CC(C1=CC=CC=C1)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,86,N#CC(C=C(OC)C=C1)=C1OCCCC2=CC(C)=CC(/C=C/C(C3=CC=CC=C3)=O)=C2
D_1_2,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=CC=C2.C=CC(OC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(N[C@H](C(O)=O)CC1=CC=CC=C1)=O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,82,O=P(OC1=C(C#N)C=CC=C1)(OCC)CC2=CC=CC(/C=C/C(OC)=O)=C2
Yu_4_7,O=C(C(F)OC1=C(C#N)C=CC=C1)N(C)C2=CC(C(F)(F)F)=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,80,O=C(C(F)OC1=C(C#N)C=CC=C1)N(C)C2=CC(C(F)(F)F)=CC(/C=C/C(OCC)=O)=C2
D_2_31,O=S(CC1=CC=C(F)C=C1)(OC2=C(C#N)C=CC=C2)=O.C=CC(C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F.ClCCCl,64,O=S(CC1=CC=C(F)C(/C=C/C(C)=O)=C1)(OC2=C(C#N)C=CC=C2)=O
D_3_55,O=C(CC1=CC=C(OCC)C=C1)OC2=C(C#N)C=CC(OC)=C2.C=CC(OCC)=O.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.CC(C1=C(C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2)C(C(C)C)=CC(C(C)C)=C1)C.O.FC(F)(F)C(=O)O[Cu]OC(=O)C(F)(F)F.O=[V](=O)O[V](=O)=O.ClCCCl,55,O=C(OCC)/C=C/C1=CC(CC(OC2=C(C#N)C=CC(OC)=C2)=O)=CC=C1OCC
D_7_8,O=S(CC1=C(Cl)C=C(Cl)C=C1)(OC2=C(C#N)C=CC=C2)=O.FC(F)(F)C(=O)O[I](OC(=O)C(F)(F)F)c1ccccc1.CC(=O)[O-].CC(=O)[O-].[Pd+2].C(C(=O)O)NC=O.OC(C(F)(F)F)C(F)(F)F,65,O=S(CC1=C(Cl)C=C(Cl)C(O)=C1)(OC2=C(C#N)C=CC=C2)=O
Yu_7_22,CC(C(C=C1C(C)(C)C)=CC(C(CC(C)C)(CC(C)C)C#N)=C1OCC2=CC(C)=CC=C2)(C)C.O=C(/C=C\C)OC.CC(C)(C)C(=O)[O-].CC(C)(C)C(=O)[O-].[Pd+2].O=C([O-])C(C)(C)C.[Ag+].ClCCCl,70,CC(C(C=C1C(C)(C)C)=CC(C(CC(C)C)(CC(C)C)C#N)=C1OCC2=CC(C)=CC(/C(C)=C/C(OC)=O)=C2)(C)C
D_9_37,O=C(OC1=C(C#N)C=CC=C1)CC2=CC=C(F)C=C2.C=CC(C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,71,O=C(OC1=C(C#N)C=CC=C1)CC2=CC=C(F)C(/C=C/C(C)=O)=C2
D_9_16,O=C(OC1=C(C#N)C=C(OC)C=C1)CC2=C(C)C=CC=C2.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,54,O=C(OC1=C(C#N)C=C(OC)C=C1)CC2=C(C)C=CC(/C=C/C(OCC)=O)=C2
Li_2_20,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC(C)=C(F)C=C3.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].CC(=O)[O-].[Cu+2].OC(C(F)(F)F)C(F)(F)F,74,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=CC(C)=C(F)C(/C=C/C(OCC)=O)=C3
ZH_1_9,CCC(CC)(C#N)C1=CC=CC(C[Si](C(C)C)(C(C)C)OC2=CC([H])=CC=C2Br)=C1.C=CC(OCC)=O.Cl[Rh]Cl.Cl[Rh]Cl.C[C]1[C](C)[C](C)[C](C)[C]1C.C[C]2[C](C)[C](C)[C](C)[C]2C.O.FC(F)(F)C(=O)O[Cu]OC(=O)C(F)(F)F.O=[V](=O)O[V](=O)=O.C(CCl)Cl,57,CCC(CC)(C#N)C1=CC=CC(C[Si](C(C)C)(C(C)C)OC2=CC(/C=C/C(OCC)=O)=CC=C2Br)=C1
Yu_7_9,FC1=C(COC2=C(C(CC(C)C)(CC(C)C)C#N)C=C(C(C)(C)C)C=C2C(C)(C)C)C=CC=C1.C=CC(OCC)=O.CC(C)(C)C(=O)[O-].CC(C)(C)C(=O)[O-].[Pd+2].O=C([O-])C(C)(C)C.[Ag+].ClCCCl,70,FC1=C(COC2=C(C(CC(C)C)(CC(C)C)C#N)C=C(C(C)(C)C)C=C2C(C)(C)C)C=C(/C=C/C(OCC)=O)C=C1
Li_2_26,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=C(F)C(Cl)=CC=C3F.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].CC(=O)[O-].[Cu+2].OC(C(F)(F)F)C(F)(F)F,81,O=C(N(S(C1=CC=C([N+]([O-])=O)C=C1)(=O)=O)CCC2=C(C#N)C=CC=C2)C3=C(F)C(Cl)=CC(/C=C/C(OCC)=O)=C3F
Yu_3_16,O=C(N(C1=C(C#N)C=CC=C1)C2=CC=CC=C2C#N)CC3=CC(C)=CC=C3.C=CC(C)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].O=CNCC(O)=O.CC(=O)[O-].[Ag+].OC(C(F)(F)F)C(F)(F)F,72,O=C(N(C1=C(C#N)C=CC=C1)C2=CC=CC=C2C#N)CC3=CC(C)=CC(/C=C/C(C)=O)=C3
ZH_1_12,CCC(CC)(C#N)C1=CC=CC(C[Si](C(C)C)(C(C)C)OC2=CC([H])=CC(C)=C2C)=C1.C=CC(OCC)=O.Cl[Rh]Cl.Cl[Rh]Cl.C[C]1[C](C)[C](C)[C](C)[C]1C.C[C]2[C](C)[C](C)[C](C)[C]2C.O.FC(F)(F)C(=O)O[Cu]OC(=O)C(F)(F)F.O=[V](=O)O[V](=O)=O.C(CCl)Cl,63,CCC(CC)(C#N)C1=CC=CC(C[Si](C(C)C)(C(C)C)OC2=CC(/C=C/C(OCC)=O)=CC(C)=C2C)=C1
D_10_3,O=S(CC1=C(F)C=CC=C1F)(OC2=C(C#N)C=CC(OC)=C2)=O.C[Si](C)(C)[Si](C)(C)C.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.C(=O)([O-])[O-].[Ag+].[Ag+].OC(C(F)(F)F)C(F)(F)F,61,O=S(CC1=C(F)C=CC([Si](C)(C)C)=C1F)(OC2=C(C#N)C=CC(OC)=C2)=O
D_8_34,N#CC(C=C(OC)C=C1)=C1OCCCCC2=CC=CC=C2.BrC#C[Si](C(C)C)(C(C)C)C(C)C.Cl[Rh].Cl[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2.[O-]S(=O)(=O)[O-].[Ag+].[Ag+].ClCCCl,78,N#CC1=C(OCCCCC2=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=CC=C2)C=CC(OC)=C1
Tan_1_10,N#CC(C(C)CC)(C(C)CC)C1=CC=CC([Si](C(C)C)(C(C)C)OCC2=CC(OC(C)=O)=CC=C2)=C1.C=CC(OCC)=O.CC(=O)[O-].CC(=O)[O-].[Pd+2].CC(=O)NCC(=O)O.CC(=O)[O-].[Ag+].C(CCl)Cl,73,N#CC(C(C)CC)(C(C)CC)C1=CC=CC([Si](C(C)C)(C(C)C)OCC2=CC(OC(C)=O)=CC(/C=C/C(OCC)=O)=C2)=C1
